Liczba miast;Wielkość populacji;Współczynnik krzyżowania;Współczynnik mutacji;Metoda krzyżowania;Metoda mutacji;Długość najlepszej ścieżki;Czas znalezienia najlepszej ścieżki;Najlepsza ścieżka
48;24;0.8;0.1;Cycle;swap;2083;0.0768118;13 34 46 36 14 16 45 20 38 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 10 0 25 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2052;0.254551;13 34 46 36 14 16 45 20 38 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 0 25 10 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2083;0.0211592;13 34 46 36 14 16 45 20 38 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 10 0 25 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2052;30.0468;13 34 46 36 14 16 45 20 37 38 18 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 0 25 10 11 8 9 29 30 5 31 7 23 35 15 44 19 39 21 17 13
48;24;0.8;0.1;Cycle;swap;2052;0.134228;13 34 46 36 14 16 45 20 38 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 0 25 10 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2052;0.125824;13 34 46 36 14 16 45 20 38 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 0 25 10 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2063;57.5904;13 34 46 36 14 16 45 20 38 18 17 12 32 6 10 9 3 33 27 28 2 41 43 22 40 47 26 42 1 0 25 11 8 24 4 29 30 5 31 7 23 35 15 44 19 39 21 37 13
48;24;0.8;0.1;Cycle;swap;2083;0.0964876;13 34 46 36 14 16 45 20 37 18 17 12 32 6 24 4 3 33 27 28 2 41 43 22 40 47 26 42 1 10 0 25 11 8 9 29 30 5 31 7 23 35 15 19 44 39 21 38 13
48;12;0.8;0.1;Cycle;insert;1935;1.29407;8 11 10 0 25 1 37 38 18 17 46 36 14 35 45 39 21 47 26 42 28 3 24 4 29 30 31 5 9 33 27 2 41 43 22 40 20 19 44 15 16 13 34 7 23 12 32 6 8
48;12;0.8;0.1;Cycle;insert;1974;1.66131;0 25 1 37 38 18 17 13 34 35 14 45 39 21 40 47 26 42 28 3 24 4 29 30 7 31 5 9 33 27 2 41 43 22 20 19 44 15 16 46 36 23 12 32 6 8 11 10 0
48;12;0.8;0.1;Cycle;insert;1947;2.90642;0 25 1 37 38 18 17 46 36 35 14 16 45 39 21 47 26 42 28 3 24 4 29 30 5 31 9 33 27 2 41 43 22 40 20 19 44 15 7 23 34 13 12 32 6 8 11 10 0
48;12;0.8;0.1;Cycle;insert;1974;2.73771;1 37 38 18 17 13 34 35 14 45 39 21 40 47 26 42 28 3 24 4 29 30 7 31 5 6 9 33 27 2 41 43 22 20 19 44 15 16 46 36 23 12 32 8 11 10 0 25 1
48;12;0.8;0.1;Cycle;insert;1936;1.5314;1 37 38 18 17 13 34 46 36 35 14 45 39 21 47 26 42 28 3 24 4 29 30 31 5 6 9 33 27 2 41 43 22 40 20 19 44 15 16 12 7 23 32 8 11 10 0 25 1
48;12;0.8;0.1;Cycle;insert;1936;2.74391;38 18 17 34 13 46 36 14 35 16 45 39 21 47 26 42 28 3 24 4 29 30 5 31 9 33 27 2 41 43 22 40 20 19 44 15 7 23 12 32 6 8 11 10 0 25 1 37 38
48;12;0.8;0.1;Cycle;insert;1936;1.81886;25 1 37 38 18 17 34 13 46 36 35 14 16 45 39 21 40 47 26 42 28 3 24 4 29 30 31 5 6 9 33 27 2 41 43 22 20 19 44 15 7 23 12 32 8 11 10 0 25
48;12;0.8;0.1;Cycle;insert;1936;2.84741;1 37 38 18 17 34 13 46 36 35 14 16 45 39 21 40 47 26 42 28 3 24 4 29 30 31 5 9 33 27 2 41 43 22 20 19 44 15 12 7 23 32 6 8 11 10 0 25 1
48;12;0.8;0.1;Cycle;insert;1935;0.947764;11 10 0 25 1 37 38 18 17 46 36 14 35 16 45 39 21 40 47 26 42 28 3 24 4 29 30 31 5 9 33 27 2 41 43 22 20 19 44 15 13 34 7 23 12 32 6 8 11
48;12;0.8;0.1;Cycle;insert;1935;0.554411;25 1 37 38 18 17 46 36 14 35 16 45 39 21 40 47 26 42 28 3 24 4 29 30 5 31 9 33 27 2 41 43 22 20 19 44 15 13 34 7 23 12 32 6 8 11 10 0 25
48;16;0.8;0.1;Cycle;insert;1896;4.71311;45 39 19 44 21 20 37 38 18 17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45
48;16;0.8;0.1;Cycle;insert;1896;3.00332;21 20 37 38 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21
48;16;0.8;0.1;Cycle;insert;1896;3.05698;20 37 38 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20
48;16;0.8;0.1;Cycle;insert;1896;2.37735;17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20 38 37 18 17
48;16;0.8;0.1;Cycle;insert;1896;0.715196;18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38 18
48;16;0.8;0.1;Cycle;insert;1896;3.58303;17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38 18 17
48;16;0.8;0.1;Cycle;insert;1889;32.8311;15 16 45 39 19 44 21 40 20 38 37 0 25 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15
48;16;0.8;0.1;Cycle;insert;1896;4.08812;46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 37 38 18 17 46
48;16;0.8;0.1;Cycle;insert;1896;3.90699;44 21 20 38 37 18 17 46 36 14 34 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 35 15 16 45 39 19 44
48;16;0.8;0.1;Cycle;insert;1896;4.09633;38 18 17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 37 38
48;24;0.8;0.1;Cycle;insert;1889;13.8352;46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 38 37 0 25 18 17 46
48;24;0.8;0.1;Cycle;insert;1896;4.8455;21 20 38 37 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21
48;24;0.8;0.1;Cycle;insert;1896;6.59825;37 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 38 37
48;24;0.8;0.1;Cycle;insert;1896;5.21093;20 38 37 18 17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20
48;24;0.8;0.1;Cycle;insert;1896;27.1046;44 21 20 37 38 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44
48;24;0.8;0.1;Cycle;insert;1896;6.10063;46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 37 38 18 17 46
48;24;0.8;0.1;Cycle;insert;1896;3.22136;17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 37 38 18 17
48;24;0.8;0.1;Cycle;insert;1896;7.14098;46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20 37 38 18 17 46
48;24;0.8;0.1;Cycle;insert;1889;4.89166;25 18 17 46 36 34 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 10 11 8 3 24 4 29 30 5 31 7 23 35 14 15 16 45 39 19 44 21 20 37 38 0 25
48;24;0.8;0.1;Cycle;insert;1896;2.30655;17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38 18 17
