48;24;0.55;0.1;Cycle;insert;1896;2.42445;36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 38 37 18 17 46 36
48;24;0.55;0.1;Cycle;insert;1896;3.34197;21 40 20 38 37 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21
48;24;0.55;0.1;Cycle;insert;1889;7.52174;46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 0 25 37 38 18 17 46
48;24;0.55;0.1;Cycle;insert;1896;6.16952;20 38 37 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20
48;24;0.55;0.1;Cycle;insert;1889;2.42057;37 0 25 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 38 37
48;24;0.55;0.1;Cycle;insert;1896;3.7811;46 36 14 34 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 35 15 16 45 39 19 44 21 20 37 38 18 17 46
48;24;0.55;0.1;Cycle;insert;1896;4.34267;17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 37 38 18 17
48;24;0.55;0.1;Cycle;insert;1896;18.5377;21 40 20 38 37 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21
48;24;0.55;0.1;Cycle;insert;1889;3.90173;36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 38 0 25 37 18 17 46 36
48;24;0.55;0.1;Cycle;insert;1896;7.21317;18 17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 38 37 18
48;24;0.75;0.1;Cycle;insert;1896;4.59097;34 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 35 14 15 16 45 39 19 44 21 20 38 37 18 17 46 36 34
48;24;0.75;0.1;Cycle;insert;1896;3.6574;20 38 37 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20
48;24;0.75;0.1;Cycle;insert;1896;4.88705;17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 38 37 18 17
48;24;0.75;0.1;Cycle;insert;1964;3.19233;17 13 46 36 14 16 45 37 38 0 25 18 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 44 19 39 21 20 17
48;24;0.75;0.1;Cycle;insert;1896;3.44745;37 38 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 37
48;24;0.75;0.1;Cycle;insert;1896;2.66428;37 38 18 17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 20 37
48;24;0.75;0.1;Cycle;insert;1896;9.58672;38 18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20 37 38
48;24;0.75;0.1;Cycle;insert;1896;15.8922;39 19 44 21 20 37 38 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39
48;24;0.75;0.1;Cycle;insert;1896;2.04677;46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 38 37 18 17 46
48;24;0.75;0.1;Cycle;insert;1896;1.44595;18 17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 38 37 18
48;24;0.9;0.1;Cycle;insert;1896;3.74159;17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 37 38 18 17
48;24;0.9;0.1;Cycle;insert;1896;8.7307;44 21 40 20 38 37 18 17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44
48;24;0.9;0.1;Cycle;insert;1896;4.25569;36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38 18 17 46 36
48;24;0.9;0.1;Cycle;insert;1896;5.13923;18 17 46 36 14 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40 20 38 37 18
48;24;0.9;0.1;Cycle;insert;1896;5.19005;38 18 17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38
48;24;0.9;0.1;Cycle;insert;1896;4.95589;37 18 17 46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 38 37
48;24;0.9;0.1;Cycle;insert;1896;4.30245;40 20 37 38 18 17 46 36 13 12 32 9 33 27 28 2 41 43 42 22 47 26 0 25 1 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40
48;24;0.9;0.1;Cycle;insert;1896;8.80998;46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 40 20 37 38 18 17 46
48;24;0.9;0.1;Cycle;insert;1896;7.06607;46 36 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 1 0 25 10 11 8 3 24 4 29 30 5 31 7 23 34 35 14 15 16 45 39 19 44 21 20 37 38 18 17 46
48;24;0.9;0.1;Cycle;insert;1896;7.84969;40 20 38 37 18 17 46 36 14 13 12 32 9 33 27 28 2 41 43 42 22 47 26 1 0 25 10 11 8 6 3 24 4 29 30 5 31 7 23 34 35 15 16 45 39 19 44 21 40
48;24;0.55;0.1;Single Point;insert;1896;23.0798;46 36 14 34 13 12 32 6 9 33 27 28 2 41 43 42 22 40 47 26 0 25 1 10 11 8 3 24 4 29 30 5 31 7 23 35 15 16 45 39 19 44 21 20 37 38 18 17 46
