0.0012;0.0017;0.0018
0.0012;0.0014;0.0011
0.0018;0.0016;0.002
0.0013;0.0026;0.0019
0.0008;0.0015;0.0014
0.0007;0.0014;0.0014
0.0009;0.0027;0.0016
0.0009;0.0019;0.003
0.0007;0.0014;0.0026
0.0091;0.0084;0.0086
0.0012;0.0027;0.0012
0.0009;0.0033;0.0017
0.001;0.0019;0.0011
0.0012;0.0025;0.0027
0.0016;0.0034;0.0029
0.0008;0.0026;0.002
0.001;0.0081;0.0022
0.0007;0.0096;0.0013
0.001;0.0017;0.0015
0.001;0.0012;0.0013
0.0008;0.001;0.0014
0.004;0.0012;0.001
0.0006;0.001;0.0012
0.0031;0.0012;0.001
0.001;0.0035;0.001
0.0005;0.0014;0.0009
0.0124;0.0082;0.0077
0.0007;0.0091;0.0012
0.0009;0.0027;0.0011
0.0006;0.001;0.0014
0.0009;0.0009;0.001
0.0006;0.0011;0.0013
0.0006;0.0008;0.0009
0.0007;0.0007;0.0009
0.0006;0.0007;0.0024
0.0005;0.0006;0.0007
0.0004;0.0008;0.0009
0.0005;0.0016;0.0016
0.0008;0.001;0.0014
0.0005;0.0006;0.001
0.0005;0.0007;0.002
0.0095;0.0083;0.0083
0.0007;0.002;0.0012
0.0005;0.001;0.001
0.0005;0.0007;0.0009
0.0006;0.0008;0.0009
0.0004;0.0012;0.0009
0.0007;0.001;0.0009
0.0006;0.0016;0.0012
0.0011;0.0007;0.0014
0.0005;0.0006;0.0009
0.0005;0.0006;0.0009
0.0005;0.0012;0.0008
0.0012;0.0009;0.0018
0.0008;0.0008;0.0042
0.0007;0.0008;0.0008
0.0026;0.0029;0.0031
0.0031;0.0022;0.0019
0.0029;0.0025;0.0033
0.0049;0.002;0.0031
0.0016;0.0024;0.0024
0.0021;0.0025;0.0025
0.0016;0.0154;0.0027
0.0024;0.0024;0.0028
0.0018;0.003;0.0025
0.0032;0.0025;0.0017
0.0021;0.0033;0.0017
0.0024;0.0029;0.0031
0.0019;0.0025;0.0029
0.0027;0.0031;0.0026
0.0029;0.0024;0.0017
0.0027;0.0025;0.0017
0.0033;0.0144;0.0028
0.0022;0.0103;0.0016
0.0025;0.0032;0.0024
